DirPath,File,Method,PyPDF2_Score,OCR_Score,Final_Score,Output_Path
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/Sorted by Field/Psychology,راهنمای بالینی افسردگی.pdf,PyPDF2 (no OCR),0.7918,0.0,0.7918,/content/drive/MyDrive/Base Model Farsi/Output Texts/راهنمای بالینی افسردگی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/Sorted by Field/Ortho,Arthroplasty.pdf,PyPDF2 (no OCR),0.7925,0.0,0.7925,/content/drive/MyDrive/Base Model Farsi/Output Texts/Arthroplasty.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/Sorted by Field/Ortho,Thromboemboli Prophylaxis (Ortho).pdf,PyPDF2 (no OCR),0.7898,0.0,0.7898,/content/drive/MyDrive/Base Model Farsi/Output Texts/Thromboemboli Prophylaxis (Ortho).txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/Sorted by Field/GP,obesity_260638.pdf,PyPDF2 (no OCR),0.7491,0.0,0.7491,/content/drive/MyDrive/Base Model Farsi/Output Texts/obesity_260638.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/Sorted by Field/Urology,راهنماي باليني سرطان مثانه.pdf,PyPDF2 (no OCR),0.7982,0.0,0.7982,/content/drive/MyDrive/Base Model Farsi/Output Texts/راهنماي باليني سرطان مثانه.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/Sorted by Field/Infectious Disease,راهنمای بالینی اندوکاردیت عفونی.pdf,PyPDF2 (no OCR),0.7903,0.0,0.7903,/content/drive/MyDrive/Base Model Farsi/Output Texts/راهنمای بالینی اندوکاردیت عفونی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/Sorted by Field/Infectious Disease,تب دنگی.pdf,OCR (better),0.5045,0.6299,0.6299,/content/drive/MyDrive/Base Model Farsi/Output Texts/تب دنگی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/Sorted by Field/Ob & Gyn,راهنمای بالینی  دیابت بارداری.pdf,PyPDF2 (no OCR),0.7902,0.0,0.7902,/content/drive/MyDrive/Base Model Farsi/Output Texts/راهنمای بالینی  دیابت بارداری.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/Sorted by Field/Ob & Gyn,تیروئید_در_بارداری.pdf,PyPDF2 (no OCR),0.7678,0.0,0.7678,/content/drive/MyDrive/Base Model Farsi/Output Texts/تیروئید_در_بارداری.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/Sorted by Field/Ob & Gyn/Procedures,Cvs.pdf,OCR (better),0.2208,0.5708,0.5708,/content/drive/MyDrive/Base Model Farsi/Output Texts/Cvs.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنماهای بالینی,راهنمای بالینی استئوپروز و سارکوپنی.pdf,PyPDF2 (no OCR),0.7917,0.0,0.7917,/content/drive/MyDrive/Base Model Farsi/Output Texts/راهنمای بالینی استئوپروز و سارکوپنی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنماهای بالینی,ورزش در جراحی چاقی.pdf,PyPDF2 (no OCR),0.7804,0.0,0.7804,/content/drive/MyDrive/Base Model Farsi/Output Texts/ورزش در جراحی چاقی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنماهای بالینی/سرطان کلیه,نامه_ابلاغ_سرطان_کلیه_303690.pdf,"PyPDF2 (better, OCR worse)",0.5534,0.5412,0.5534,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه_ابلاغ_سرطان_کلیه_303690.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنماهای بالینی/سرطان کلیه,سرطان_کلیه_303689.pdf,PyPDF2 (no OCR),0.7526,0.0,0.7526,/content/drive/MyDrive/Base Model Farsi/Output Texts/سرطان_کلیه_303689.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنماهای بالینی/سرطان ریه,راهنمای بالینی سرطان ریه-.pdf,PyPDF2 (no OCR),0.7839,0.0,0.7839,/content/drive/MyDrive/Base Model Farsi/Output Texts/راهنمای بالینی سرطان ریه-.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنماهای بالینی/سرطان ریه,نامه ابلاغ.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنماهای بالینی/سکته مغزی,سکته مغزی_298738.pdf,PyPDF2 (no OCR),0.721,0.0,0.721,/content/drive/MyDrive/Base Model Farsi/Output Texts/سکته مغزی_298738.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنماهای بالینی/ورزش در جراحی چاقی,نامه ابلاغ ورزش در جراحی چاقی.pdf,OCR (better),0.0,0.4993,0.4993,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ ورزش در جراحی چاقی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنماهای بالینی/ورزش در جراحی چاقی,فایل ابلاغ ورزش در جراحی چاقی.pdf,PyPDF2 (no OCR),0.7804,0.0,0.7804,/content/drive/MyDrive/Base Model Farsi/Output Texts/فایل ابلاغ ورزش در جراحی چاقی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنماهای بالینی/گاید فشارخون - 202311220637061,گاید فشار خون.pdf,PyPDF2 (no OCR),0.7872,0.0,0.7872,/content/drive/MyDrive/Base Model Farsi/Output Texts/گاید فشار خون.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنماهای بالینی/گاید فشارخون - 202311220637061,گزارش نهایی گاید فشار خون.pdf,PyPDF2 (no OCR),0.7888,0.0,0.7888,/content/drive/MyDrive/Base Model Farsi/Output Texts/گزارش نهایی گاید فشار خون.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنماهای بالینی/گاید فشارخون - 202311220637061,خلاصه نهایی گاید فشار خون.pdf,PyPDF2 (no OCR),0.7891,0.0,0.7891,/content/drive/MyDrive/Base Model Farsi/Output Texts/خلاصه نهایی گاید فشار خون.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنماهای بالینی/کودک آزاری جهت دندانپزشکان_2,کودک آزاری.pdf,"PyPDF2 (better, OCR worse)",0.5278,0.512,0.5278,/content/drive/MyDrive/Base Model Farsi/Output Texts/کودک آزاری.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنماهای بالینی/کودک آزاری جهت دندانپزشکان_2,کودک آزاری1.pdf,PyPDF2 (no OCR),0.79,0.0,0.79,/content/drive/MyDrive/Base Model Farsi/Output Texts/کودک آزاری1.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنماهای بالینی/سرطان پروستات,نامه سرطان پروستات و بی سل لنفوم.pdf,PyPDF2 (no OCR),0.7847,0.0,0.7847,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه سرطان پروستات و بی سل لنفوم.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنماهای بالینی/سرطان پروستات,راهنمای بالینی سرطان پروستات  .pdf,PyPDF2 (no OCR),0.784,0.0,0.784,/content/drive/MyDrive/Base Model Farsi/Output Texts/راهنمای بالینی سرطان پروستات  .txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنماهای بالینی/سرطان میلوییدی حاد,سرطان میلوییدی حاد.pdf,PyPDF2 (no OCR),0.7872,0.0,0.7872,/content/drive/MyDrive/Base Model Farsi/Output Texts/سرطان میلوییدی حاد.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/Sorted by Field/Endocrine,Hyperthyroidism.pdf,OCR (better),0.4919,0.7359,0.7359,/content/drive/MyDrive/Base Model Farsi/Output Texts/Hyperthyroidism.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنماهای بالینی/سرطان پستان,نامه ابلاغ سرطان پستان.pdf,PyPDF2 (no OCR),0.7848,0.0,0.7848,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ سرطان پستان.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنماهای بالینی/سرطان پستان,راهنمای بالینی سرطان پستان .pdf,PyPDF2 (no OCR),0.7837,0.0,0.7837,/content/drive/MyDrive/Base Model Farsi/Output Texts/راهنمای بالینی سرطان پستان .txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنماهای بالینی/فشار خون حاملگی,فشارخون حاملگی.pdf,PyPDF2 (no OCR),0.7433,0.0,0.7433,/content/drive/MyDrive/Base Model Farsi/Output Texts/فشارخون حاملگی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنماهای بالینی/فشار خون حاملگی,نامه_.pdf,"PyPDF2 (better, OCR worse)",0.5568,0.5499,0.5568,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه_.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنماهای بالینی/سرطان پروستات (1),نامه_ابلاغ_سرطان_پرستات_303692.pdf,"PyPDF2 (better, OCR worse)",0.5588,0.5482,0.5588,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه_ابلاغ_سرطان_پرستات_303692.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنماهای بالینی/سرطان پروستات (1),سرطان_پرستات_303691.pdf,PyPDF2 (no OCR),0.6932,0.0,0.6932,/content/drive/MyDrive/Base Model Farsi/Output Texts/سرطان_پرستات_303691.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنماهای بالینی/ورزش درمانی در بیماران دیابتی_1,راهنمای ورزش درمانی در دیابت.pdf,PyPDF2 (no OCR),0.7891,0.0,0.7891,/content/drive/MyDrive/Base Model Farsi/Output Texts/راهنمای ورزش درمانی در دیابت.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنماهای بالینی/متانول در چشم,مسمومیت با متانول در چشم.pdf,"PyPDF2 (better, OCR worse)",0.5223,0.5039,0.5223,/content/drive/MyDrive/Base Model Farsi/Output Texts/مسمومیت با متانول در چشم.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنماهای بالینی/متانول در چشم,راهنمای بالینی متانول در چشم.pdf,PyPDF2 (no OCR),0.7667,0.0,0.7667,/content/drive/MyDrive/Base Model Farsi/Output Texts/راهنمای بالینی متانول در چشم.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنماهای بالینی/سرطان لنفوم,نامه سرطان پروستات و بی سل لنفوم.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه سرطان پروستات و بی سل لنفوم.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنماهای بالینی/سرطان لنفوم,راهنمای بالینی سرطان لنفوم .pdf,PyPDF2 (no OCR),0.7777,0.0,0.7777,/content/drive/MyDrive/Base Model Farsi/Output Texts/راهنمای بالینی سرطان لنفوم .txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنماهای بالینی/هپاتیت_1,هپاتیت C.pdf,PyPDF2 (no OCR),0.7873,0.0,0.7873,/content/drive/MyDrive/Base Model Farsi/Output Texts/هپاتیت C.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنماهای بالینی/هپاتیت_1,هپاتیت.pdf,PyPDF2 (no OCR),0.783,0.0,0.783,/content/drive/MyDrive/Base Model Farsi/Output Texts/هپاتیت.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنماهای بالینی/گاز خردل,راهنمای بالینی گاز خردل.pdf,PyPDF2 (no OCR),0.746,0.0,0.746,/content/drive/MyDrive/Base Model Farsi/Output Texts/راهنمای بالینی گاز خردل.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنماهای بالینی/گاز خردل,نامه.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنماهای بالینی/سیگار,smoking.pdf,PyPDF2 (no OCR),0.7905,0.0,0.7905,/content/drive/MyDrive/Base Model Farsi/Output Texts/smoking.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها,Varicocelectomy with Herniorrhaphy.pdf,PyPDF2 (no OCR),0.6938,0.0,0.6938,/content/drive/MyDrive/Base Model Farsi/Output Texts/Varicocelectomy with Herniorrhaphy.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها,Varicocelectomy with Herniorrhaphy (1).pdf,PyPDF2 (no OCR),0.6938,0.0,0.6938,/content/drive/MyDrive/Base Model Farsi/Output Texts/Varicocelectomy with Herniorrhaphy (1).txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها,SOP MPI .pdf,OCR (better),0.0,0.752,0.752,/content/drive/MyDrive/Base Model Farsi/Output Texts/SOP MPI .txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها,هانتینگتون.pdf,PyPDF2 (no OCR),0.7121,0.0,0.7121,/content/drive/MyDrive/Base Model Farsi/Output Texts/هانتینگتون.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/سرطان دهانه رحم,سرطان دهانه رحم.pdf,PyPDF2 (no OCR),0.787,0.0,0.787,/content/drive/MyDrive/Base Model Farsi/Output Texts/سرطان دهانه رحم.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/سرطان دهانه رحم,استاندارد تشخیص زودهنگام سرطان سرویکس.pdf,PyPDF2 (no OCR),0.7295,0.0,0.7295,/content/drive/MyDrive/Base Model Farsi/Output Texts/استاندارد تشخیص زودهنگام سرطان سرویکس.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/غربالگری نوزاد,غربالگری.pdf,PyPDF2 (no OCR),0.787,0.0,0.787,/content/drive/MyDrive/Base Model Farsi/Output Texts/غربالگری.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/غربالگری نوزاد,غربالگری نوزادان.pdf,PyPDF2 (no OCR),0.7849,0.0,0.7849,/content/drive/MyDrive/Base Model Farsi/Output Texts/غربالگری نوزادان.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنماهای بالینی/مراقبت های تسکینی در بیماران مبتلا به سرطان,طب تسکینی .pdf,OCR (better),0.3554,0.7542,0.7542,/content/drive/MyDrive/Base Model Farsi/Output Texts/طب تسکینی .txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/IMRT_1,فایل ابلاغ imrt.pdf,PyPDF2 (no OCR),0.7925,0.0,0.7925,/content/drive/MyDrive/Base Model Farsi/Output Texts/فایل ابلاغ imrt.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/مسمومیت,استاندارد آنتی دوت تراپی .pdf,OCR (better),0.0,0.7614,0.7614,/content/drive/MyDrive/Base Model Farsi/Output Texts/استاندارد آنتی دوت تراپی .txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/IMRT_1,IMRT.pdf,PyPDF2 (no OCR),0.7873,0.0,0.7873,/content/drive/MyDrive/Base Model Farsi/Output Texts/IMRT.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/سالمندان,استاندارد  سالمندان.pdf,PyPDF2 (no OCR),0.7904,0.0,0.7904,/content/drive/MyDrive/Base Model Farsi/Output Texts/استاندارد  سالمندان.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/سالمندان,نامه ابلاغ.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/ارائه خدمات در منزل به بیماران با آسیب مغزی,CVA.pdf,PyPDF2 (no OCR),0.7924,0.0,0.7924,/content/drive/MyDrive/Base Model Farsi/Output Texts/CVA.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/IMRT_1,فرمت استاندارد.pdf,"PyPDF2 (better, OCR worse)",0.4629,0.1511,0.4629,/content/drive/MyDrive/Base Model Farsi/Output Texts/فرمت استاندارد.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/ارائه خدمات در منزل به بیماران با آسیب مغزی,N!5710566.pdf,"PyPDF2 (better, OCR worse)",0.5251,0.5076,0.5251,/content/drive/MyDrive/Base Model Farsi/Output Texts/N!5710566.txt
